,Unnamed: 0,headline,url,publisher,date,stock
1670497,1674424,"VXX, UVXY, UGAZ and TVIX among weekly ETF movers",https://seekingalpha.com/news/3482483-vxx-uvxy-ugaz-tvix-among-weekly-etf-movers?source=partner_benzinga,Seeking Alpha,2019-07-26 00:00:00,UGAZ
1206452,1209266,"Omega Healthcare Investors, Inc. (OHI) COO Daniel J Booth sells 1,187 Shares",http://www.gurufocus.com/news/210742/omega-healthcare-investors-inc-ohi-coo-daniel-j-booth-sells-1187-shares,GuruFocus,2013-03-04 00:00:00,OHI
425867,426959,zTrip Places Additional Order for Digital Ally's DVM-—5… and FleetVu Manager,https://www.benzinga.com/node/14811609,GuruFocus,2019-11-14 00:00:00,DGLY
1150364,1153061,Natural Gas Services Group Has Strong Long-Term Drivers To Battle Margin Weakness,https://seekingalpha.com/article/4229055-natural-gas-services-group-strong-long-term-drivers-battle-margin-weakness?source=partner_benzinga,Seeking Alpha,2018-12-18 00:00:00,NGS
1406038,1409310,'Investors Don't Need To Fear A Halloween Sell-Off',https://seekingalpha.com/article/4298095-investors-need-fear-halloween-sell-off?source=partner_benzinga,Seeking Alpha,2019-10-23 00:00:00,RSP
937083,939278,"SG Capital Management LLC Buys Brunswick Corp, Nutrien, Norwegian Cruise Line Holdings, Sells ...",http://www.gurufocus.com/news/756155/sg-capital-management-llc-buys-brunswick-corp-nutrien-norwegian-cruise-line-holdings-sells-leggett--platt-inc-hubbell-inc-lumber-liquidators-holdings-inc,GuruFocus,2018-10-19 00:00:00,KEYW
1173227,1175982,"Insperity (NSP) Q1 Earnings & Revenues Top, 2020 View Cut",http://www.zacks.com/stock/news/913854/insperity-nsp-q1-earnings-revenues-top-2020-view-cut?cid=CS-BENZ-FT-analyst_blog|earnings_article-913854,Zacks,2020-05-05 00:00:00,NSP
762589,764368,Did Leading Stocks In The Real Estate And Homebuilding Industries React To October Housing Starts Data?,http://www.investors.com/research/ibd-industry-themes/leading-stocks-real-estate-homebuilding-industries-october-housing-starts-data/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-11-19 00:00:00,HD
1019138,1021521,Notable earnings before Tuesday's open,http://seekingalpha.com/news/2263696-notable-earnings-before-tuesday-s-open?source=partner_benzinga,Seeking Alpha,2015-02-02 00:00:00,LYB
1812179,1816464,"Cryptos crash, Bitcoin down 25%",https://seekingalpha.com/news/3319871-cryptos-crash-bitcoin-25-percent?source=partner_benzinga,Seeking Alpha,2017-12-22 00:00:00,XNET
423353,424441,Power Market Traders: Natural Gas Is A Buy For This Upcoming Summer Season,https://seekingalpha.com/article/4250099-power-market-traders-natural-gas-buy-upcoming-summer-season?source=partner_benzinga,Seeking Alpha,2019-03-20 00:00:00,DGAZ
389185,390208,"The Zacks Analyst Blog Highlights: Middlesex Water, Otter Tail, Consolidated Water, ONE Gas and Ameren",http://www.zacks.com/stock/news/342213/the-zacks-analyst-blog-highlights-middlesex-water-otter-tail-consolidated-water-one-gas-and-ameren?cid=CS-BENZ-FT-342213,Zacks,2018-12-11 00:00:00,CWCO
920023,922195,Citigroup (C) Raises CEO Corbat's 2018 Compensation by 4.35%,http://www.zacks.com/stock/news/355285/citigroup-c-raises-ceo-corbats-2018-compensation-by-435?cid=CS-BENZ-FT-355285,Zacks,2019-02-18 00:00:00,JPM
386847,387865,"Stocks Open Higher, Trade Mixed; CommVault, Ebix, EBay Jet Ahead",http://news.investors.com/article/647995/031413/stocks-up-in-mixed-trade.htm?ven=benzingacp,Investor's Business Daily,2013-03-14 00:00:00,CVLT
1161287,1164015,Why Many Global Investors Fail,https://seekingalpha.com/article/4276407-many-global-investors-fail?source=partner_benzinga,Seeking Alpha,2019-07-22 00:00:00,NOBL
257851,258505,Midday Gainers / Losers,https://seekingalpha.com/news/3432239-midday-gainers-losers?source=partner_benzinga,Seeking Alpha,2019-02-12 00:00:00,CASM
1506981,1510461,"Baldwin® Hardware, a Leading Brand of the Hardware & Home Improvement Division of ...",http://www.gurufocus.com/news/882508/baldwin-hardware-a-leading-brand-of-the-hardware--home-improvement-division-of-spectrum-brands-wows-with-luxury-security-solutions-at-icff,GuruFocus,2019-05-21 00:00:00,SPB
569749,571113,Australia's economy to reach cruising altitude on global tailwind: poll,https://seekingalpha.com/news/3323908-australias-economy-reach-cruising-altitude-global-tailwind-poll?source=partner_benzinga,Seeking Alpha,2018-01-19 00:00:00,EWA
764309,766088,Emerging Market ETFs Slump After Fed-Induced Rally,http://news.investors.com/031915-744250-brazil-south-africa-economies-still-vulnerable.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2015-03-19 00:00:00,HDB
1780848,1785061,Earnings Preview: Omnicom Group - Analyst Blog,http://www.zacks.com/stock/news/72960/earnings-preview-omnicom-group,Zacks,2012-04-13 00:00:00,WPPGY
462926,464086,How To Make A 9.4% Yield In Today's Market,http://seekingalpha.com/article/4031889-make-9_4-percent-yield-todays-market?source=partner_benzinga,Seeking Alpha,2016-12-21 00:00:00,DRV
1759844,1764002,Westfield Financial Inc Reports Operating Results (10-Q),http://www.gurufocus.com/news/195331/westfield-financial-inc-reports-operating-results-10q,GuruFocus,2012-11-06 00:00:00,WFD
715157,716852,Tech Rally Helps Nasdaq Turn Positive for 2020: ETFs to Play,http://www.zacks.com/stock/news/918317/tech-rally-helps-nasdaq-turn-positive-for-2020-etfs-to-play?cid=CS-BENZ-FT-etf_news_and_commentary-918317,Zacks,2020-05-08 00:00:00,GOOGL
630823,632289,Fulgent Genetics IPO Shows Promise,http://seekingalpha.com/article/4006027-fulgent-genetics-ipo-shows-promise?source=partner_benzinga,Seeking Alpha,2016-09-14 00:00:00,FMI
1008927,1011283,U.S. BBB Corporate Risk: Flexibility In Focus,https://seekingalpha.com/article/4265722-u-s-bbb-corporate-risk-flexibility-focus?source=partner_benzinga,Seeking Alpha,2019-05-22 00:00:00,LQD
708314,709978,Retail rally gains steam,https://seekingalpha.com/news/3328521-retail-rally-gains-steam?source=partner_benzinga,Seeking Alpha,2018-02-06 00:00:00,GNC
966710,968958,Debt Can't Save China Anymore,https://seekingalpha.com/article/4239225-debt-save-china-anymore?source=partner_benzinga,Seeking Alpha,2019-02-07 00:00:00,KWEB
1655055,1658917,TherapeuticsMD (TXMD) Investor Presentation - Slideshow,http://seekingalpha.com/article/4024609-therapeuticsmd-txmd-investor-presentation-slideshow?source=partner_benzinga,Seeking Alpha,2016-11-18 00:00:00,TXMD
963551,965792,10 Dividend Growth Stocks for Your Retirement Portfolios - Part 2,http://www.gurufocus.com/news/352526/10-dividend-growth-stocks-for-your-retirement-portfolios--part-2,GuruFocus,2015-08-11 00:00:00,KSS
629842,631305,Ingevity (NGVT) Stock Up 43% in a Year: What's Driving it?,http://www.zacks.com/stock/news/310127/ingevity-ngvt-stock-up-43-in-a-year-whats-driving-it?cid=CS-BENZ-FT-310127,Zacks,2018-07-03 00:00:00,FMC
132674,133024,Why Is Actuant (ATU) Down 15.3% Since Last Earnings Report?,http://www.zacks.com/stock/news/331846/why-is-actuant-atu-down-153-since-last-earnings-report?cid=CS-BENZ-FT-331846,Zacks,2018-10-26 00:00:00,ATU
715103,716798,"Permit Capital, LLC Buys CVS Health Corp, Qurate Retail Inc, MGIC Investment Corp, Sells ...",http://www.gurufocus.com/news/1138065/permit-capital-llc-buys-cvs-health-corp-qurate-retail-inc-mgic-investment-corp-sells-goldman-sachs-group-inc-equinix-inc-american-express-co,GuruFocus,2020-05-15 00:00:00,GOOGL
442838,443975,"Dividend Increases: May 13-17, 2019",https://seekingalpha.com/article/4265149-dividend-increases-may-13minus-17-2019?source=partner_benzinga,Seeking Alpha,2019-05-19 00:00:00,DLR
4092,4155,Kroger: Capital Preservation and More at a Good Price,http://www.gurufocus.com/news/1149842/kroger-capital-preservation-and-more-at-a-good-price,GuruFocus,2020-05-28 00:00:00,AAPL
1111873,1114472,Mesa Royalty Trust declares $0.094317674 dividend,https://seekingalpha.com/news/3472222-mesa-royalty-trust-declares-0_094317674-dividend?source=partner_benzinga,Seeking Alpha,2019-06-18 00:00:00,MTR
512249,513506,Four Types of Insurance Businesses Need,https://www.benzinga.com/content/thestreet-com/163783/four-types-of-insurance-businesses-need,webmaster,2010-03-09 00:00:00,EIG
1090937,1093481,"U.S. Oil Supplies Jump but Gasoline, Distillate Stocks Fall",http://www.zacks.com/stock/news/358232/us-oil-supplies-jump-but-gasoline-distillate-stocks-fall?cid=CS-BENZ-FT-358232,Zacks,2019-03-08 00:00:00,MPC
872857,874915,"Image Sensing Systems, Inc. (ISNS) CEO Dale Parker on Q1 2015 Results - Earnings Call Transcript",http://seekingalpha.com/article/3185036-image-sensing-systems-inc-isns-ceo-dale-parker-on-q1-2015-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2015-05-14 00:00:00,ISNS
1112816,1115419,"TripAdvisor Buys SinglePlatform, Boosts Digital Offerings",http://www.zacks.com/stock/news/663636/tripadvisor-buys-singleplatform-boosts-digital-offerings?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-663636,Zacks,2019-12-10 00:00:00,MTSI
1711115,1715148,Volt Information Sciences (VISI) Presents At 29th Annual ROTH Conference,http://seekingalpha.com/article/4055011-volt-information-sciences-visi-presents-29th-annual-roth-conference?source=partner_benzinga,Seeking Alpha,2017-03-14 00:00:00,VISI
224269,224851,Top and Flop ETFs at Half-Way Q2,http://www.zacks.com/stock/news/304652/top-and-flop-etfs-at-half-way-q2?cid=CS-BENZ-FT-304652,Zacks,2018-05-23 00:00:00,BRF
1563394,1567040,Yahoo! Falls on Worries over Tax-Free Alibaba Share Spinoff - Analyst Blog,http://www.zacks.com/stock/news/175588/yahoo-falls-on-worries-over-tax-free-alibaba-share-spinoff,Zacks,2015-05-20 00:00:00,SYNC
610313,611744,Tencent-backed news app Qutoutiao seeks to list 16M ADS,https://seekingalpha.com/news/3387780-tencent-backed-news-app-qutoutiao-seeks-list-16m-ads?source=partner_benzinga,Seeking Alpha,2018-09-04 00:00:00,FENG
92354,92635,"Anthem beats by $0.50, misses on revenue",https://seekingalpha.com/news/3348339-anthem-beats-0_50-misses-revenue?source=partner_benzinga,Seeking Alpha,2018-04-25 00:00:00,ANTM
605644,607071,FactSet -2.6% on downside FY outlook,https://seekingalpha.com/news/3501972-factset-minus-2_6-percent-downside-fy-outlook?source=partner_benzinga,Seeking Alpha,2019-09-26 00:00:00,FDS
456861,458016,"Despite High Valuation, Domino's Should Continue To Rise",http://seekingalpha.com/article/3940226-despite-high-valuation-dominos-continue-rise?source=partner_benzinga,Seeking Alpha,2016-02-29 00:00:00,DPZ
1137541,1140203,First Solar Grows 'Green' Conscience - Analyst Blog,http://www.zacks.com/stock/news/62718/First+Solar+Grows+%27Green%27+Conscience+,Zacks,2011-10-14 00:00:00,NDAQ
874264,876324,"Alexa, How Big Will The Personal Assistant Device Market Get?",http://www.investors.com/news/technology/click/alexa-how-big-will-the-personal-assistant-device-market-get/?ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2016-10-03 00:00:00,IT
715131,716826,"Eubel Brady & Suttman Asset Management Inc Buys AmerisourceBergen Corp, Steel Dynamics Inc, ...",http://www.gurufocus.com/news/1135573/eubel-brady--suttman-asset-management-inc-buys-amerisourcebergen-corp-steel-dynamics-inc-discovery-inc-sells-allergan-plc-servisfirst-bancshares-inc-air-industries-group,GuruFocus,2020-05-13 00:00:00,GOOGL
608552,609982,FE vs. CMS: Which Stock Is the Better Value Option?,http://www.zacks.com/stock/news/341093/fe-vs-cms-which-stock-is-the-better-value-option?cid=CS-BENZ-FT-341093,Zacks,2018-12-04 00:00:00,FE
757857,759620,"Heritage-Crystal Clean, Inc. to Hold —…–8 Fourth Quarter and Year-End Conference Call",http://www.gurufocus.com/news/819109/heritagecrystal-clean-inc-to-hold-2018-fourth-quarter-and-yearend-conference-call,GuruFocus,2019-02-19 00:00:00,HCCI
1522954,1526538,"Simpson Manufacturing misses by $0.04, misses on revenue",http://seekingalpha.com/news/2653795-simpson-manufacturing-misses-by-0_04-misses-on-revenue?source=partner_benzinga,Seeking Alpha,2015-07-23 00:00:00,SSD
1743137,1747258,No Change in the Fed Rate Outlook: 5 Bank Stocks to Buy Now,http://www.zacks.com/stock/news/285992/no-change-in-the-fed-rate-outlook-5-bank-stocks-to-buy-now?cid=CS-BENZ-FT-285992,Zacks,2017-12-14 00:00:00,WAFD
1568394,1572054,Best Performing ETFs: This Is The 2nd-Hottest ETF After Cannabis,http://www.investors.com/etfs-and-funds/etf-leaders/best-performing-etfs-invesco-solar-tan/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-03-01 00:00:00,TAN
1712115,1716152,"End of the Year 3D Printer Stock News (DDD, SSYS, VJET, ONVO & MDDD)",http://www.smallcapnetwork.com/End-of-the-Year-3D-Printer-Stock-News-DDD-SSYS-VJET-ONVO-MDDD/s/via/3414/article/view/p/mid/1/id/1654/,Small Cap Network,2014-01-02 00:00:00,VJET
1315246,1318294,Perrigo unanimously rejects Mylan bid,http://seekingalpha.com/news/2441186-perrigo-unanimously-rejects-mylan-bid?source=partner_benzinga,Seeking Alpha,2015-04-21 00:00:00,PRGO
805542,807409,Stocks With Rising Relative Strength: Humana,http://www.investors.com/ibd-data-stories/stocks-with-rising-relative-strength-humana-3/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-08-07 00:00:00,HUM
715032,716727,Bill Nygren Adds 4 Stocks to Portfolio in –st Quarter,http://www.gurufocus.com/news/1153868/bill-nygren-adds-4-stocks-to-portfolio-in-1st-quarter,GuruFocus,2020-06-02 00:00:00,GOOGL
925258,927436,"Skylands Capital, LLC Buys Williams Inc, Hillenbrand Inc, Insperity Inc, Sells Apple Inc, ...",http://www.gurufocus.com/news/1035570/skylands-capital-llc-buys-williams-inc-hillenbrand-inc-insperity-inc-sells-apple-inc-celgene-corp-coherent-inc,GuruFocus,2020-02-11 00:00:00,JYNT
1377443,1380635,Fairfax Financial: The Next Berkshire Hathaway?,http://seekingalpha.com/article/2794855-fairfax-financial-the-next-berkshire-hathaway?source=partner_benzinga,Seeking Alpha,2015-01-04 00:00:00,RFP
1479427,1482812,Schlumberger declares $0.50 dividend,https://seekingalpha.com/news/3424176-schlumberger-declares-0_50-dividend?source=partner_benzinga,Seeking Alpha,2019-01-18 00:00:00,SLB
21482,21597,Adept Technology (ADEP) in Focus: Stock Tanks by 11.9% - Tale of the Tape,http://www.zacks.com/stock/news/139251/adept-technology-stock-fell-119-in-last-trading-session,Zacks,2014-07-08 00:00:00,ADEP
715135,716830,"BFAM Partners (Cayman) Ltd Buys Alibaba Group Holding, NIO Inc, China Biologic Products ...",http://www.gurufocus.com/news/1134819/bfam-partners-cayman-ltd-buys-alibaba-group-holding-nio-inc-china-biologic-products-holdings-inc-sells-alphabet-inc-bilibili-inc-baidu-inc,GuruFocus,2020-05-12 00:00:00,GOOGL
503795,505026,Long-Term ETF Performance,http://seekingalpha.com/article/3340955-long-term-etf-performance?source=partner_benzinga,Seeking Alpha,2015-07-21 00:00:00,EFA
1302695,1305712,"PolyOne Stock Breaks Out On Earnings, Buyout News",http://news.investors.com/article/630787/201210251433/polyone-buying-spartech-earnings-accelerate.htm?ven=benzingacp,Investor's Business Daily,2012-10-25 00:00:00,POL
715112,716807,"Hudson Bay Capital Management LP Buys Allergan PLC, GCI Liberty Inc, Tesla Inc, Sells Amazon. ...",http://www.gurufocus.com/news/1137303/hudson-bay-capital-management-lp-buys-allergan-plc-gci-liberty-inc-tesla-inc-sells-amazoncom-inc-discovery-inc-hca-healthcare-inc,GuruFocus,2020-05-14 00:00:00,GOOGL
754732,756484,"Bebe Stores, Inc. (BEBE) in Focus: Stock Moves 6% Higher - Tale of the Tape",http://www.zacks.com/stock/news/122624/bebe-stores-shares-rise-nearly-6-on-the-day,Zacks,2014-02-11 00:00:00,HBI
991798,994092,L3 Technologies to Acquire 2 Cyber Security Firms for $200M,http://www.zacks.com/stock/news/311484/l3-technologies-to-acquire-2-cyber-security-firms-for-%24200m?cid=CS-BENZ-FT-311484,Zacks,2018-07-13 00:00:00,LLL
434575,435701,Discovery adds Golf Digest to its golf media business,https://seekingalpha.com/news/3462917-discovery-adds-golf-digest-golf-media-business?source=partner_benzinga,Seeking Alpha,2019-05-13 00:00:00,DISCA
1094169,1096718,"InsiderInsights.com Daily Round Up 2/5/15: RRC, MRTX, CG, PH",http://seekingalpha.com/article/2893126-insiderinsights-com-daily-round-up-2-5-15-rrc-mrtx-cg-ph?source=partner_benzinga,Seeking Alpha,2015-02-06 00:00:00,MPWR
675632,677220,"Aircraft Galley Systems Market Newest Analysis Report by Size, Manufactures, Types, Regions and ...",http://www.gurufocus.com/news/1035231/aircraft-galley-systems-market-newest-analysis-report-by-size-manufactures-types-regions-and-application-in-different-industry-to-2026,GuruFocus,2020-02-11 00:00:00,GCC
1796166,1800411,Cimarex Energy declares $0.16 dividend,https://seekingalpha.com/news/3333694-cimarex-energy-declares-0_16-dividend?source=partner_benzinga,Seeking Alpha,2018-02-23 00:00:00,XEC
44596,44757,"Federal Agricultural Mortgage Corp (AGM) COO Tom D Stenson sells 3,593 Shares",http://www.gurufocus.com/news/208731/federal-agricultural-mortgage-corp-agm-coo-tom-d-stenson-sells-3593-shares,GuruFocus,2013-02-15 00:00:00,AGM
368358,369329,How Far Can The Solar Rally Go?,http://seekingalpha.com/article/3076256-how-far-can-the-solar-rally-go?source=partner_benzinga,Seeking Alpha,2015-04-16 00:00:00,CSIQ
1764842,1769009,Wheeler Real Estate agrees to $20M North Carolina purchase,http://seekingalpha.com/news/2395746-wheeler-real-estate-agrees-to-20m-north-carolina-purchase?source=partner_benzinga,Seeking Alpha,2015-03-27 00:00:00,WHLR
768887,770671,HEICO Corporation Hits 52-Week High - Analyst Blog,http://www.zacks.com/stock/news/117100/heico-corporation-hits-52-week-high,Zacks,2013-12-17 00:00:00,HEI
514673,515932,Bond Fund Prices Fall For The Second Straight Quarter,https://seekingalpha.com/article/4185988-bond-fund-prices-fall-second-straight-quarter?source=partner_benzinga,Seeking Alpha,2018-07-09 00:00:00,ELD
780457,782269,Höegh LNG Partners' (HMLP) CEO Richard Tyrrell on Q3 2016 Results - Earnings Call Transcript,http://seekingalpha.com/article/4024360-hoegh-lng-partners-hmlp-ceo-richard-tyrrell-q3-2016-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2016-11-17 00:00:00,HMLP
